CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL535	13048	CHEMBL535	13048	SUNITINIB	Sunitinib	398.48	3.33	77.23	0	CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C	12725683	GI	<	10	%		GI	<	10	%			0	BAO_0000096	UO_0000187	http://qudt.org/vocab/unit#Percent	950783	CHEMBL2353472	F	Growth inhibition of human MCF7 cells at 10 uM after 72 hrs by MTT assay relative to control	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	80224	CHEMBL387	CELL-LINE		MCF7	Homo sapiens	1	Non-molecular			72729	CHEMBL2346606	22749189	Eur. J. Med. Chem.	2013	61		2	491	CHEMBL3308403	MCF7		
CHEMBL535	13048	CHEMBL535	13048	SUNITINIB	Sunitinib	398.48	3.33	77.23	0	CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C	3449243	Kd	=	.28	nM	9.55	Kd	=	.28	nM			0	BAO_0000034	UO_0000065	http://www.openphacts.org/units/Nanomolar	655432	CHEMBL1244476	B	Binding affinity to KIT V559D,T670I mutant	1	Scientific Literature	Homo sapiens			Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			52618	CHEMBL1240346	19654408	Blood	2009	114	14	2984					
CHEMBL535	13048	CHEMBL535	13048	SUNITINIB	Sunitinib	398.48	3.33	77.23	0	CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C	3449231	Kd	=	.37	nM	9.43	Kd	=	.37	nM			1	BAO_0000034	UO_0000065	http://www.openphacts.org/units/Nanomolar	655428	CHEMBL1244472	B	Binding affinity to KIT	1	Scientific Literature				Autocuration	BAO_0000357	238	CHEMBL1936	SINGLE PROTEIN	P10721	Stem cell growth factor receptor	Homo sapiens	8	Homologous protein			52618	CHEMBL1240346	19654408	Blood	2009	114	14	2984					
CHEMBL535	13048	CHEMBL535	13048	SUNITINIB	Sunitinib	398.48	3.33	77.23	0	CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C	2896675	Kd	=	17	nM	7.77	Kd	=	17	nM			1	BAO_0000034	UO_0000065	http://www.openphacts.org/units/Nanomolar	587219	CHEMBL1061983	B	Binding constant for full-length STK33	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	101410	CHEMBL6005	SINGLE PROTEIN	Q9BYT3	Serine/threonine-protein kinase 33	Homo sapiens	9	Protein	Pkinase	high	48311	CHEMBL1150977	18183025	Nat. Biotechnol.	2008	26	1	127					
CHEMBL535	13048	CHEMBL535	13048	SUNITINIB	5, sunitinib	398.48	3.33	77.23	0	CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C	2206826	Kd	=	35	nM	7.46	Kd	=	35	nM			0	BAO_0000034	UO_0000065	http://www.openphacts.org/units/Nanomolar	531336	CHEMBL990525	B	Inhibition of FLT4	1	Scientific Literature				Intermediate	BAO_0000357	11752	CHEMBL1955	SINGLE PROTEIN	P35916	Vascular endothelial growth factor receptor 3	Homo sapiens	8	Homologous protein			41910	CHEMBL1149823	18077425	Proc. Natl. Acad. Sci. U.S.A.	2007	104	50	19936					
CHEMBL535	13048	CHEMBL535	13048	SUNITINIB	Sunitinib	398.48	3.33	77.23	0	CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C	3449306	Kd	=	39	nM	7.41	Kd	=	39	nM			1	BAO_0000034	UO_0000065	http://www.openphacts.org/units/Nanomolar	655882	CHEMBL1244926	B	Binding affinity to PIP5K2B	1	Scientific Literature				Autocuration	BAO_0000357	101495	CHEMBL5667	SINGLE PROTEIN	P78356	Phosphatidylinositol-5-phosphate 4-kinase type-2 beta	Homo sapiens	8	Homologous protein			52618	CHEMBL1240346	19654408	Blood	2009	114	14	2984					
CHEMBL535	13048	CHEMBL535	13048	SUNITINIB	Sunitinib	398.48	3.33	77.23	0	CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C	3449257	Kd	=	57	nM	7.24	Kd	=	57	nM			1	BAO_0000034	UO_0000065	http://www.openphacts.org/units/Nanomolar	655447	CHEMBL1244491	B	Binding affinity to MAP3K2	1	Scientific Literature				Autocuration	BAO_0000357	102711	CHEMBL5914	SINGLE PROTEIN	Q9Y2U5	Mitogen-activated protein kinase kinase kinase 2	Homo sapiens	8	Homologous protein			52618	CHEMBL1240346	19654408	Blood	2009	114	14	2984					
CHEMBL535	13048	CHEMBL535	13048	SUNITINIB	Sunitinib	398.48	3.33	77.23	0	CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C	3449475	Kd	=	1200	nM	5.92	Kd	=	1200	nM			1	BAO_0000034	UO_0000065	http://www.openphacts.org/units/Nanomolar	655512	CHEMBL1244556	B	Binding affinity to PCTK2	1	Scientific Literature				Autocuration	BAO_0000357	101553	CHEMBL5790	SINGLE PROTEIN	Q00537	Serine/threonine-protein kinase PCTAIRE-2	Homo sapiens	8	Homologous protein			52618	CHEMBL1240346	19654408	Blood	2009	114	14	2984					
CHEMBL535	13048	CHEMBL535	13048	SUNITINIB	Sunitinib	398.48	3.33	77.23	0	CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C	3449469	Kd	=	1400	nM	5.85	Kd	=	1400	nM			1	BAO_0000034	UO_0000065	http://www.openphacts.org/units/Nanomolar	655493	CHEMBL1244537	B	Binding affinity to NEK2	1	Scientific Literature				Autocuration	BAO_0000357	30017	CHEMBL3835	SINGLE PROTEIN	P51955	Serine/threonine-protein kinase NEK2	Homo sapiens	8	Homologous protein			52618	CHEMBL1240346	19654408	Blood	2009	114	14	2984					
CHEMBL535	13048	CHEMBL535	13048	SUNITINIB	Sunitinib	398.48	3.33	77.23	0	CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C	7570879	Kd	=	2100	nM	5.68	Kd	=	2100	nM			0	BAO_0000034	UO_0000065	http://www.openphacts.org/units/Nanomolar	774243	CHEMBL1908460	B	Binding constant for RIPK4 kinase domain	1	Scientific Literature				Autocuration	BAO_0000357	101434	CHEMBL6083	SINGLE PROTEIN	P57078	Receptor-interacting serine/threonine-protein kinase 4	Homo sapiens	9	Protein	Pkinase	high	59286	CHEMBL1908390	22037378	Nat. Biotechnol.	2011	29	11	1046					
