CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL1326	270724	CHEMBL76	6579	CHLOROQUINE PHOSPHATE	Chloroquine Phosphate	319.88	4.81	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OP(=O)(O)O	5185426	Survival	=	100	%		Survival	=	100	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	706827	CHEMBL1662211	F	Antiviral activity against Human coronavirus OC43 infected in pregnant C57BL/6 mouse assessed as survival rate at 15 mg/kg, sc administered prepartum	1	Scientific Literature	Human coronavirus OC43		31631	Autocuration	BAO_0000218	22221	CHEMBL3879801	NON-MOLECULAR		Placeholder for assays where the target is a tissue/organism etc		1	Non-molecular			55044	CHEMBL1649558	19506054	Antimicrob. Agents Chemother.	2009	53	8	3416					
CHEMBL1326	270724	CHEMBL76	6579	CHLOROQUINE PHOSPHATE	TCMDC-123988	319.88	4.81	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OP(=O)(O)O	2817577	Inhibition	=	96	%		Inhibition	=	96	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	586267	CHEMBL1054501	F	GSK_TCMDC: Inhibition of Plasmodium falciparum Dd2 in whole red blood cells, using parasite LDH activity as an index of growth. Test compounds present at 2uM	2	GSK Malaria Screening	Plasmodium falciparum	Dd2	5833	Autocuration	BAO_0000218	50425	CHEMBL364	ORGANISM		Plasmodium falciparum	Plasmodium falciparum	1	Non-molecular			48285	CHEMBL1157539	20485427	Nature	2010	465	7296	305					
CHEMBL1326	270724	CHEMBL76	6579	CHLOROQUINE PHOSPHATE	SID78301	319.88	4.81	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OP(=O)(O)O	10702241	GI50		20606.3	nM		log GI50 (M)		-4.686		inactive		0				809426	CHEMBL1964007	F	PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-28 Melanoma cell line. (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000219	80485	CHEMBL614919	CELL-LINE		SK-MEL-28	Homo sapiens	1	Non-molecular			51887	CHEMBL1201862							754	CHEMBL3308494	SK-MEL-28		
CHEMBL1326	270724	CHEMBL76	6579	CHLOROQUINE PHOSPHATE	SID78301	319.88	4.81	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OP(=O)(O)O	10262995	GI50		20796.97	nM		log GI50 (M)		-4.682		inactive		0				809359	CHEMBL1963911	F	PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the CAKI-1 Renal cell line. (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000219	80055	CHEMBL614067	CELL-LINE		CAKI-1	Homo sapiens	1	Non-molecular			51887	CHEMBL1201862							498	CHEMBL3307522	CAKI-1		
CHEMBL1326	270724	CHEMBL76	6579	CHLOROQUINE PHOSPHATE	SID78301	319.88	4.81	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OP(=O)(O)O	10105380	GI50		24266.1	nM		log GI50 (M)		-4.615		inactive		0				809335	CHEMBL1963887	F	PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the DMS 114 Small Cell Lung cell line. (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000219	100085	CHEMBL614642	CELL-LINE		DMS-114	Homo sapiens	1	Non-molecular			51887	CHEMBL1201862							667	CHEMBL3307670	DMS-114		
CHEMBL1326	270724	CHEMBL76	6579	CHLOROQUINE PHOSPHATE	SID78301	319.88	4.81	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OP(=O)(O)O	9364368	GI50		31841.98	nM		log GI50 (M)		-4.497		inactive		0				809091	CHEMBL1964077	F	PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the KM12 Colon cell line. (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000219	80192	CHEMBL614709	CELL-LINE		KM12	Homo sapiens	1	Non-molecular			51887	CHEMBL1201862							690	CHEMBL3307689	KM12		
CHEMBL1326	270724	CHEMBL76	6579	CHLOROQUINE PHOSPHATE	SID78301	319.88	4.81	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OP(=O)(O)O	8373256	GI50		85113.8	nM		log GI50 (M)		-4.07		inactive		0				809022	CHEMBL1963989	F	PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the ACHN Renal cell line. (Class of assay: confirmatory) 	7	PubChem BioAssays				Autocuration	BAO_0000219	80025	CHEMBL614519	CELL-LINE		ACHN	Homo sapiens	1	Non-molecular			51887	CHEMBL1201862							626	CHEMBL3307633	ACHN		
CHEMBL1326	270724	CHEMBL76	6579	CHLOROQUINE PHOSPHATE	SID50125647	319.88	4.81	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OP(=O)(O)O	7497205	Potency		7304.8	nM		Potency		7.3048	uM	inconclusive		0	BAO_0000186	UO_0000065	http://www.openphacts.org/units/Nanomolar	752359	CHEMBL1794375	B	PUBCHEM_BIOASSAY: qHTS for inhibitors of binding or entry into cells for Marburg Virus. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463114, AID540249, AID540278]	7	PubChem BioAssays				Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			51887	CHEMBL1201862											
CHEMBL1326	270724	CHEMBL76	6579	CHLOROQUINE PHOSPHATE	Chloroquine Phosphate	319.88	4.81	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OP(=O)(O)O	5316231	Hepatotoxicity					Hepatotoxicity				WE: Weak evidence (<10 case reports) of human hepatotoxicity		0				736782	CHEMBL1697722	A	Literature-mined public compounds from Greene et al multi-species hepatotoxicity modelling dataset	1	Scientific Literature				Autocuration	BAO_0000019	103956	CHEMBL1697861	PHENOTYPE		Hepatotoxicity		1	Non-molecular			56109	CHEMBL1697692	20553011	Chem. Res. Toxicol.	2010	23	7	1215					
CHEMBL76	6579	CHEMBL76	6579	CHLOROQUINE	Chloroquine	319.88	4.81	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	193410	ED90	=	3	mg kg-1		ED90	=	3	mg kg-1			0		UO_0000308		155932	CHEMBL760241	F	Effective dose ED90 against Plasmodium berghei N in mice (Mus musculus) malaria model after subcutaneous administration	1	Scientific Literature	Plasmodium berghei		5821	Intermediate	BAO_0000218	50473	CHEMBL612653	ORGANISM		Plasmodium berghei	Plasmodium berghei	1	Non-molecular			16632	CHEMBL1135746	12213073	J. Med. Chem.	2002	45	19	4321					
CHEMBL76	6579	CHEMBL76	6579	CHLOROQUINE	chloroquine	319.88	4.81	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	5180441	ED90	=	4.9	mg Kg-1		ED90	=	4.9	mg Kg-1			0		UO_0000308		713942	CHEMBL1660358	F	Antimalarial activity against Plasmodium falciparum Pf3D70087/N9 infected in immunodeficient HM-IL2Rgamma null mouse after 7 days	1	Scientific Literature	Plasmodium falciparum	Pf3D70087/N9	5833	Autocuration	BAO_0000218	50425	CHEMBL364	ORGANISM		Plasmodium falciparum	Plasmodium falciparum	1	Non-molecular			55077	CHEMBL1649209	19596869	Antimicrob. Agents Chemother.	2009	53	10	4533					
CHEMBL76	6579	CHEMBL76	6579	CHLOROQUINE	CQ	319.88	4.81	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	3070686	GI50	=	76130	nM		GI50	=	76.13	uM			0	BAO_0000189	UO_0000065	http://www.openphacts.org/units/Nanomolar	605134	CHEMBL1064677	A	Cytotoxicity against human 184B5 cells after 48 hrs by SRB assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			49318	CHEMBL1152647	19804979	Bioorg. Med. Chem.	2009	17	21	7585					
CHEMBL76	6579	CHEMBL76	6579	CHLOROQUINE	Chloroquine	319.88	4.81	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	647318	IC10	=	2.01	ng ml-1		IC10	=	2.01	ng ml-1			0		UO_0000275	http://www.openphacts.org/units/NanogramPerMilliliter	154950	CHEMBL760046	F	Inhibitory concentration against chloroquine-sensitive Plasmodium falciparum D-8	1	Scientific Literature	Plasmodium falciparum		5833	Intermediate	BAO_0000218	50425	CHEMBL364	ORGANISM		Plasmodium falciparum	Plasmodium falciparum	1	Non-molecular			712	CHEMBL1126536		Bioorg. Med. Chem. Lett.	1993	3	8	1707					
