CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL3545311	1927160	CHEMBL3545311	1927160	BRIGATINIB	11q; Brigatinib; AP26113	584.11	5.09	85.86	2	COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3P(=O)(C)C)n2)N4CCC(CC4)N5CCN(C)CC5	16636057	F	=	52	%		F	=	52	%			0	BAO_0003042	UO_0000187	http://qudt.org/vocab/unit#Percent	1587429	CHEMBL3824722	A	Oral bioavailability in CD rat at 10 mg/kg by LC-MS/MS analysis	1	Scientific Literature	Rattus norvegicus	CD	10116	Autocuration	BAO_0000218	50597	CHEMBL376	ORGANISM		Rattus norvegicus	Rattus norvegicus	1	Non-molecular			99720	CHEMBL3822358	27144831	J. Med. Chem.	2016	59	10	4948					
CHEMBL3545311	1927160	CHEMBL3545311	1927160	BRIGATINIB	11q; Brigatinib; AP26113	584.11	5.09	85.86	2	COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3P(=O)(C)C)n2)N4CCC(CC4)N5CCN(C)CC5	16636134	PPB	=	66	%		PPB	=	66	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1587506	CHEMBL3825146	A	Protein binding in human plasma	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000366	22228	CHEMBL612546	UNKNOWN		Molecular identity unknown		3	Molecular (non-protein)			99720	CHEMBL3822358	27144831	J. Med. Chem.	2016	59	10	4948					
CHEMBL3545311	1927160	CHEMBL3545311	1927160	BRIGATINIB	11q; Brigatinib; AP26113	584.11	5.09	85.86	2	COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3P(=O)(C)C)n2)N4CCC(CC4)N5CCN(C)CC5	16636021	Cmax	=	.305	ug.mL-1		Cmax	=	305	ng/ml			0	BAO_0002119	UO_0000274	http://www.openphacts.org/units/MicrogramPerMilliliter	1587425	CHEMBL3824718	A	Cmax in CD rat at 10 mg/kg, po by LC-MS/MS analysis	1	Scientific Literature	Rattus norvegicus	CD	10116	Autocuration	BAO_0000218	50597	CHEMBL376	ORGANISM		Rattus norvegicus	Rattus norvegicus	1	Non-molecular			99720	CHEMBL3822358	27144831	J. Med. Chem.	2016	59	10	4948					
CHEMBL3545311	1927160	CHEMBL3545311	1927160	BRIGATINIB	11q; Brigatinib; AP26113	584.11	5.09	85.86	2	COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3P(=O)(C)C)n2)N4CCC(CC4)N5CCN(C)CC5	16635238	IC50	=	196	nM	6.71	IC50	=	196	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1587418	CHEMBL3824711	B	Inhibition of human InsR using myelin basic protein as substrate and [gamma-33P]ATP measured after 1 hr	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	35	CHEMBL1981	SINGLE PROTEIN	P06213	Insulin receptor	Homo sapiens	9	Protein	Pkinase_Tyr	high	99720	CHEMBL3822358	27144831	J. Med. Chem.	2016	59	10	4948					
CHEMBL3545311	1927160	CHEMBL3545311	1927160	BRIGATINIB	11q; Brigatinib; AP26113	584.11	5.09	85.86	2	COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3P(=O)(C)C)n2)N4CCC(CC4)N5CCN(C)CC5	16636115	TGI	=	-11	%		TGI	=	-11	%		Non standard unit for type	0	BAO_0000194	UO_0000187	http://qudt.org/vocab/unit#Percent	1587439	CHEMBL3824732	F	Antitumor activity against human KARPAS299 cells expressing NMP-ALK fusion protein xenografted in SCID/beige mouse assessed as tumor growth inhibition at 50 mg/kg, po administered once daily for 13 days relative to untreated control	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000218	22221	CHEMBL3879801	NON-MOLECULAR		Placeholder for assays where the target is a tissue/organism etc		1	Non-molecular			99720	CHEMBL3822358	27144831	J. Med. Chem.	2016	59	10	4948					
CHEMBL3545311	1927160	CHEMBL3545311	1927160	BRIGATINIB	11q; Brigatinib; AP26113	584.11	5.09	85.86	2	COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3P(=O)(C)C)n2)N4CCC(CC4)N5CCN(C)CC5	16636144	GI50	=	10	nM		GI50	=	10	nM			0	BAO_0000189	UO_0000065	http://www.openphacts.org/units/Nanomolar	1587419	CHEMBL3824712	F	Antiproliferative activity against human ALK-positive KARPAS299 cells assessed as reduction in cell viability measured after 72 hrs by CellTiter 96 aqueous one solution cell proliferation assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	22221	CHEMBL3879801	NON-MOLECULAR		Placeholder for assays where the target is a tissue/organism etc		1	Non-molecular			99720	CHEMBL3822358	27144831	J. Med. Chem.	2016	59	10	4948					
CHEMBL3545311	1927160	CHEMBL3545311	1927160	BRIGATINIB	11q; Brigatinib; AP26113	584.11	5.09	85.86	2	COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3P(=O)(C)C)n2)N4CCC(CC4)N5CCN(C)CC5	16635913	IC50	=	29	nM	7.54	IC50	=	29	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1587419	CHEMBL3824712	F	Antiproliferative activity against human ALK-positive KARPAS299 cells assessed as reduction in cell viability measured after 72 hrs by CellTiter 96 aqueous one solution cell proliferation assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	22221	CHEMBL3879801	NON-MOLECULAR		Placeholder for assays where the target is a tissue/organism etc		1	Non-molecular			99720	CHEMBL3822358	27144831	J. Med. Chem.	2016	59	10	4948					
CHEMBL3545311	1927160	CHEMBL3545311	1927160	BRIGATINIB	11q; Brigatinib; AP26113	584.11	5.09	85.86	2	COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3P(=O)(C)C)n2)N4CCC(CC4)N5CCN(C)CC5	16636140	Solubility	=	337	ug.mL-1		solubility	=	337	ug ml-1			0	BAO_0002135	UO_0000274	http://www.openphacts.org/units/MicrogramPerMilliliter	1587509	CHEMBL3825149	P	Aqueous solubility of the compound at physiological pH	1	Scientific Literature				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			99720	CHEMBL3822358	27144831	J. Med. Chem.	2016	59	10	4948					
CHEMBL3545311	1927160	CHEMBL3545311	1927160	BRIGATINIB	11q; Brigatinib; AP26113	584.11	5.09	85.86	2	COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3P(=O)(C)C)n2)N4CCC(CC4)N5CCN(C)CC5	16636119	Activity					Activity				Active		0	BAO_0000375			1587492	CHEMBL3825132	F	Antitumor activity against human KARPAS299 cells expressing NMP-ALK fusion protein xenografted in SCID/beige mouse assessed as tumor regression at 50 mg/kg, po administered once daily for 13 days	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000218	22221	CHEMBL3879801	NON-MOLECULAR		Placeholder for assays where the target is a tissue/organism etc		1	Non-molecular			99720	CHEMBL3822358	27144831	J. Med. Chem.	2016	59	10	4948					
CHEMBL3545311	1927160	CHEMBL3545311	1927160	BRIGATINIB	11q; Brigatinib; AP26113	584.11	5.09	85.86	2	COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3P(=O)(C)C)n2)N4CCC(CC4)N5CCN(C)CC5	16636133	Inhibition					INH				Active		0	BAO_0000376			1587505	CHEMBL3825145	B	Inhibition of human EML4/ALK G120R mutant	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	22226	CHEMBL612545	UNCHECKED		Unchecked		0	Unassigned			99720	CHEMBL3822358	27144831	J. Med. Chem.	2016	59	10	4948					
